company_id,description,formatted_experience_level,formatted_work_type,industries,job_function,job_id,location,title,work_type
69577657,"We are seeking eloquent and charismatic individuals to join our remote team. We are a company whose mission is to build unforgettable vacation packages that will create core memories to last a lifetime!

Responsibilities











Powered by JazzHR

5XMgH4ok6W",Entry level,Full-time,Internet Publishing,Marketing and Sales,3878441080,"Wyoming, United States",REMOTE Social Media Specialist,FULL-TIME
2204084,"Employer Industry: Solar Energy

Why Consider This Job Opportunity















#SolarEnergy #SalesAssistant #RemoteWork #CareerGrowth #DynamicEnvironment

At Talentify, we prioritize candidate privacy and champion equal-opportunity employment. Central to our mission is our partnership with companies that share this commitment. We aim to foster a fair, transparent, and secure hiring environment for all. If you encounter any employer not adhering to these principles, please bring it to our attention immediately. Talentify is not the EOR (Employer of Record) for this position. Our role in this specific opportunity is to connect outstanding candidates with a top-tier employer.

Talentify helps candidates around the world to discover and stay focused on the jobs they want until they can complete a full application in the hiring company career page/ATS.",Entry level,Full-time,Administrative and Support Services,Administrative,3878280284,United States,Administrative Assistant (REMOTE),FULL-TIME
10686766,"We are inviting professionals in high-growth industries who are thinking about their next move or looking for a new opportunity to join our expanding talent pool.

The F4S Talent Pool is a pilot project designed to:





Once you express your interest, you will be asked to complete the F4S work style assessment which measures 48 key attitudes and motivations in the context of work. On completion, you will be automatically added to our growing talent pool and contacted as new opportunities arise.



Backed by 20+ years of research, F4S’s revolutionary predictive analytics have achieved over 90% reliability in forecasting personal and team motivations, behaviors, and performance. Ultimately, we help people find purpose and fulfillment at work, and help build and scale high performing teams.

Keep in mind, joining our talent pool does not guarantee a job offer. We aim to balance your technical skills with the results of your F4S work style assessment to match the hiring needs of our partners.

Your feedback is a gift! Write to us via:

Powered by JazzHR

665DwzAVK5",Mid-Senior level,Full-time,Internet Publishing,Human Resources,3878441031,"for Success (F4S) Phoenix, AZ",Expression of Interest: Talent Acquisition Specialist,FULL-TIME
71904349,"Description:

Actalent is currently hiring for an AutoCAD Drafter for a small retail based Architecture firm and as the AutoCAD Drafter you will primarily focus on producing construction documents within AutoCAD for retail rollout projects. The projects will be for large retail brand store that will be built inside of strip-malls and shopping malls. In addition to producing construction documents, you will also interact with the client and provide updates on where the projects stands.

This is a 6-8 month long contract role and then after the initial period, there would be a re-evaluation of workload to see if your contract would be extended or ended. As an Actalent consultant, you can receive accrued vacation & paid holidays.



+2 years of experience within AutoCAD producing construction documents



Actalent is a global leader in engineering and sciences services and talent solutions. We help visionary companies advance their engineering and science initiatives through access to specialized experts who drive scale, innovation and speed to market. With a network of almost 30,000 consultants and more than 4,500 clients across the U.S., Canada, Asia and Europe, Actalent serves many of the Fortune 500.



At Actalent, diversity and inclusion are a bridge towards the equity and success of our people. DE&I are embedded into our culture through:



The company is an equal opportunity employer and will consider all applications without regard to race, sex, age, color, religion, national origin, veteran status, disability, sexual orientation, gender identity, genetic information or any characteristic protected by law.

If you would like to request a reasonable accommodation, such as the modification or adjustment of the job application process or interviewing process due to a disability, please email actalentaccommodation@actalentservices.com for other accommodation options.",Entry level,Contract,Business Consulting and Services,"Design, Art/Creative, and Information Technology",3878419095,"Columbus, OH",Architectural Drafter,CONTRACT
2204084,"Employer Industry: Solar Energy

Why Consider This Job Opportunity















#SolarEnergy #LegalOperations #RemoteWork #AppleTechnology #CareerGrowth

At Talentify, we prioritize candidate privacy and champion equal-opportunity employment. Central to our mission is our partnership with companies that share this commitment. We aim to foster a fair, transparent, and secure hiring environment for all. If you encounter any employer not adhering to these principles, please bring it to our attention immediately.

Talentify is not the EOR (Employer of Record) for this position. Our role in this specific opportunity is to connect outstanding candidates with a top-tier employer.

Talentify helps candidates around the world to discover and stay focused on the jobs they want until they can complete a full application in the hiring company career page/ATS.",Entry level,Full-time,Staffing and Recruiting,Administrative,3878283033,United States,Legal Assistant (REMOTE),FULL-TIME
2204084,"Employer Industry: Solar Energy

Why Consider This Job Opportunity















#SolarEnergy #LegalOperations #RemoteWork #CareerGrowth #EmployeeBenefits

At Talentify, we prioritize candidate privacy and champion equal-opportunity employment. Central to our mission is our partnership with companies that share this commitment. We aim to foster a fair, transparent, and secure hiring environment for all. If you encounter any employer not adhering to these principles, please bring it to our attention immediately.

Talentify is not the EOR (Employer of Record) for this position. Our role in this specific opportunity is to connect outstanding candidates with a top-tier employer.

Talentify helps candidates around the world to discover and stay focused on the jobs they want until they can complete a full application in the hiring company career page/ATS.",Entry level,Full-time,Staffing and Recruiting,Administrative,3878279341,United States,Legal Assistant (REMOTE),FULL-TIME
71904349,"Description:

Assist with documents preparation, design translation, quality checks, permit expediting, and site visits Work closely with Architecture and Design teams to ensure project deadlines are being met and track time spent per project Update drawings based on plan check corrections and use city plan check documents to check for completeness Provide updates of CAD/REVIT files for use in architectural plans Developing construction documents, exhibit impressive construction and technical drawing skills, and hold current knowledge and understanding of ADA + Building codes.



Revit, Architecture, construction document, Cad, red line, elevation, 3d model, rfi, bim, Design development, Schematic design, Construction administration, building codes, autocad, photoshop, indesign, Design, Drafting, Sketchup, Construction drawings, Registered architect, architectural design, revit architecture, construction, hand drafting, multi family construction, residential construction, housekeeping management software



Revit,Architecture,construction document,Cad







Intermediate Level



Actalent is a global leader in engineering and sciences services and talent solutions. We help visionary companies advance their engineering and science initiatives through access to specialized experts who drive scale, innovation and speed to market. With a network of almost 30,000 consultants and more than 4,500 clients across the U.S., Canada, Asia and Europe, Actalent serves many of the Fortune 500.



At Actalent, diversity and inclusion are a bridge towards the equity and success of our people. DE&I are embedded into our culture through:



The company is an equal opportunity employer and will consider all applications without regard to race, sex, age, color, religion, national origin, veteran status, disability, sexual orientation, gender identity, genetic information or any characteristic protected by law.

If you would like to request a reasonable accommodation, such as the modification or adjustment of the job application process or interviewing process due to a disability, please email actalentaccommodation@actalentservices.com for other accommodation options.",Entry level,Full-time,Business Consulting and Services,"Design, Art/Creative, and Information Technology",3878413092,"Irvine, CA",Architectural Drafter,FULL-TIME
2204084,"Employer Industry: Solar Energy

Why Consider This Job Opportunity















#SolarEnergy #LegalOperations #RemoteWork #CareerGrowth #CuttingEdgeTechnology

At Talentify, we prioritize candidate privacy and champion equal-opportunity employment. Central to our mission is our partnership with companies that share this commitment. We aim to foster a fair, transparent, and secure hiring environment for all. If you encounter any employer not adhering to these principles, please bring it to our attention immediately.

Talentify is not the EOR (Employer of Record) for this position. Our role in this specific opportunity is to connect outstanding candidates with a top-tier employer.

Talentify helps candidates around the world to discover and stay focused on the jobs they want until they can complete a full application in the hiring company career page/ATS.",Entry level,Full-time,Staffing and Recruiting,Administrative,3878283035,United States,Legal Assistant (REMOTE),FULL-TIME
71904349,"Job Opportunity for Medical Assistant

Job Description:

The back office Medical Assistant will room patients, verify conditions and medications, enter data into the EMR, and turnover rooms.















Actalent is a global leader in engineering and sciences services and talent solutions. We help visionary companies advance their engineering and science initiatives through access to specialized experts who drive scale, innovation and speed to market. With a network of almost 30,000 consultants and more than 4,500 clients across the U.S., Canada, Asia and Europe, Actalent serves many of the Fortune 500.



At Actalent, diversity and inclusion are a bridge towards the equity and success of our people. DE&I are embedded into our culture through:



The company is an equal opportunity employer and will consider all applications without regard to race, sex, age, color, religion, national origin, veteran status, disability, sexual orientation, gender identity, genetic information or any characteristic protected by law.

If you would like to request a reasonable accommodation, such as the modification or adjustment of the job application process or interviewing process due to a disability, please email actalentaccommodation@actalentservices.com for other accommodation options.",Entry level,Full-time,Business Consulting and Services,Health Care Provider,3878407994,"Titusville, FL",Hiring Medical Assistants With Pay $18+/hr With Added Benefits,FULL-TIME
2204084,"Employer Industry: Solar Energy

Why Consider This Job Opportunity















#SolarEnergy #SalesAssistant #RemoteWork #CareerGrowth #DynamicEnvironment

At Talentify, we prioritize candidate privacy and champion equal-opportunity employment. Central to our mission is our partnership with companies that share this commitment. We aim to foster a fair, transparent, and secure hiring environment for all. If you encounter any employer not adhering to these principles, please bring it to our attention immediately.

Talentify is not the EOR (Employer of Record) for this position. Our role in this specific opportunity is to connect outstanding candidates with a top-tier employer.

Talentify helps candidates around the world to discover and stay focused on the jobs they want until they can complete a full application in the hiring company career page/ATS.",Entry level,Full-time,Administrative and Support Services,Administrative,3878282137,United States,Administrative Assistant (REMOTE),FULL-TIME
66582991,"WE OFFER AMAZING PAY YOU WON'T FIND ANYWHERE ELSE!! SHIFTS AVAILABLE!!

Samba Care is currently seeking experienced Registered Nurse Supervisors (RN) to join its team, working at Long Term Care (LTC) facilities and hospitals throughout Pennsylvania! We offer great rates and flexible schedules. All shifts are available; part time, full time, and per diem.











is a leading healthcare staffing agency in Pennsylvania and New Jersey. We maintain excellence in partnering caregivers with healthcare facilities. Our mission is to facilitate the highest level in patient care while enabling our staff members to advance their careers with rewarding jobs.",Mid-Senior level,Full-time,Hospitals and Health Care,Health Care Provider,3878278101,"Care Altoona, PA",RN Supervisor,FULL-TIME
72546219,"SIGN ON BONUS: $7,500 for FT and $3750.00 for PT pay rate up to $50/hr

Quaint, 41 bed facility nestled on eight acres outside of Pottstown city limits. Take the scenic route to personalized, resident centered care. Kadima at Pottstown is looking for a Registered Nurse to provide compassionate care to our residents. We would love to have you on our dynamic, family-centered team.

Requirements: Must possess a Registered Nurse license in PA.

Shifts available: 3p-11p Full time & weekend 7a-3p",Entry level,Full-time,Hospitals and Health Care,Health Care Provider,3878275453,"Healthcare Pottstown, PA",Registered Nurse,FULL-TIME
1835,"The world isn’t standing still, and neither is Allstate. We’re moving quickly, looking across our businesses and brands and taking bold steps to better serve customers’ evolving needs. That’s why now is an exciting time to join our team. You’ll have opportunities to take risks, challenge the status quo and shape the future for the greater good.

You’ll do all this in an environment of excellence and the highest ethical standards – a place where values such as integrity, inclusive diversity and accountability are paramount. We empower every employee to lead, drive change and give back where they work and live. Our people are our greatest strength, and we work as one team in service of our customers and communities.

Everything we do at Allstate is driven by a shared purpose: to protect people from life’s uncertainties so they can realize their hopes and dreams. For more than 89 years we’ve thrived by staying a step ahead of whatever’s coming next – to give customers peace of mind no matter what changes they face. We acted with conviction to advocate for seat belts, air bags and graduated driving laws. We help give survivors of domestic violence a voice through financial empowerment. We’ve been an industry leader in pricing sophistication, telematics, digital photo claims and, more recently, device and identity protection.





As a Virtual Triage Total Loss Adjuster, supporting the Good Hands Repair Network, you will play a critical role in our claims handling process, focusing on determining the repairability or total loss of vehicles. Operating from your home office, you will spend most of your time adjusting auto damage claims remotely. Your responsibilities will involve reviewing moderate to complex vehicle damages, preparing estimates and valuations, assessing vehicle conditions, determining salvage valuations, and engaging in negotiation and settlement processes with our valued customers and/or claimants.

Key Responsibilities

– you’ll live into Allstate’s Claims Culture by caring, empowering, and restoring, and you will accomplish that by being compassionate, clear, and a committed partner in each auto damage claim. You lead with empathy, always.

– you’ll confidently and independently investigate auto damage claims by conducting detailed reviews of damage. You will also identify appropriate options, conditions, and unrelated prior damages that apply to your total loss evaluation. Your final determination will help you reach a fair and reasonable settlement with our customers.

– you’ll use phone, emails and sometimes even video chat with shops and customers to help them through a fast, fair, and easy claims process. Researches and responds to complex customer communications, concerns, conflicts, or issues. Developing and maintaining partnerships with shops and storage yards will require you to apply your learned knowledge and communication skills.

– In accordance with all legal and business standards methodologies, you will evaluate and negotiate claims and repair or total loss processes with customer, shops, and storage yards. During negotiations, you will incorporate tactics to handle challenging and complex situations.

– Your sharp critical thinking skills will be used in a fast-paced environment as you work with multiple tools, including estimating platforms, analysis reports, and standard processes. Using your well-honed communication skills, you'll be able to coach others to adhere to industry standards and company best practices, and continuous improvement.



This position is a remote home-based role. Your home office does not need to be near an Allstate office, but it does need to be in the United States. This position is not available for California, Alaska, and Hawaii residents. Candidates in an Eastern Standard Time (EST) zone are preferred.









Notice of Licensing Requirement







Function Skills





Allstate cares about you and your wellbeing. We offer a comprehensive total rewards package that includes pay, benefits, and programs to help you balance work with the rest of your life. You can choose whatever benefits are most important you. Here are some of our offerings:



To learn more about our benefits and programs visit AllstateGoodLife.com

Compensation offered for this role is $54,00.00 - $73,200.00 per year and is based on experience and qualifications.

The candidate(s) offered this position will be required to submit to a background investigation, which includes a drug screen.



As a Fortune 100 company and industry leader, we provide a competitive salary – but that’s just the beginning. Our Total Rewards package also offers benefits like tuition assistance, medical and dental insurance, as well as a robust pension and 401(k). Plus, you’ll have access to a wide variety of programs to help you balance your work and personal life -- including a generous paid time off policy. For a full description of Allstate’s benefits, visit https://www.allstate.jobs/benefits/

Learn more about life at Allstate. Connect with us on Twitter, Facebook, Instagram and LinkedIn or watch a video.



Effective July 1, 2014, under Indiana House Enrolled Act (HEA) 1242, it is against public policy of the State of Indiana and a discriminatory practice for an employer to discriminate against a prospective employee on the basis of status as a veteran by refusing to employ an applicant on the basis that they are a veteran of the armed forces of the United States, a member of the Indiana National Guard or a member of a reserve component.

For jobs in San Francisco, please click “here” for information regarding the San Francisco Fair Chance Ordinance.

For jobs in Los Angeles, please click “here” for information regarding the Los Angeles Fair Chance Initiative for Hiring Ordinance.

To view the “EEO is the Law” poster click “here”. This poster provides information concerning the laws and procedures for filing complaints of violations of the laws with the Office of Federal Contract Compliance Programs

To view the FMLA poster, click “here”. This poster summarizing the major provisions of the Family and Medical Leave Act (FMLA) and telling employees how to file a complaint.

It is the Company’s policy to employ the best qualified individuals available for all jobs. Therefore, any discriminatory action taken on account of an employee’s ancestry, age, color, disability, genetic information, gender, gender identity, gender expression, sexual and reproductive health decision, marital status, medical condition, military or veteran status, national origin, race (include traits historically associated with race, including, but not limited to, hair texture and protective hairstyles), religion (including religious dress), sex, or sexual orientation that adversely affects an employee's terms or conditions of employment is prohibited. This policy applies to all aspects of the employment relationship, including, but not limited to, hiring, training, salary administration, promotion, job assignment, benefits, discipline, and separation of employment.",,Full-time,Insurance,Other,3878283513,United States,Virtual Triage Total Loss Adjuster - Remote (EST),FULL-TIME
959314,"Now Hiring Registered Nurse (RN)

NEW COMPETITVE WAGES!!

Day/Evening/Night Shifts Availible

Registered Nurse (RN) position is delegated the responsibility for carrying out the assigned duties and responsibilities in accordance with current existing federal and state regulations and established company policies and procedures.

Specific Duties for Registered Nurse (RN)",Entry level,Full-time,Hospitals and Health Care,Health Care Provider,3878274554,"Healthcare Consulting Wabash, IN",Registered Nurse (RN),FULL-TIME
71904349,"Urgent requirement for Certified Medical Assistants with Pay:$20+/hour:

The back office Medical Assistant will room patients, verify conditions and medications, enter data into the EMR, and turnover rooms. This role will require the right candidate to work closely with a physician partner.













Actalent is a global leader in engineering and sciences services and talent solutions. We help visionary companies advance their engineering and science initiatives through access to specialized experts who drive scale, innovation and speed to market. With a network of almost 30,000 consultants and more than 4,500 clients across the U.S., Canada, Asia and Europe, Actalent serves many of the Fortune 500.



At Actalent, diversity and inclusion are a bridge towards the equity and success of our people. DE&I are embedded into our culture through:



The company is an equal opportunity employer and will consider all applications without regard to race, sex, age, color, religion, national origin, veteran status, disability, sexual orientation, gender identity, genetic information or any characteristic protected by law.

If you would like to request a reasonable accommodation, such as the modification or adjustment of the job application process or interviewing process due to a disability, please email actalentaccommodation@actalentservices.com for other accommodation options.",Entry level,Full-time,Business Consulting and Services,Health Care Provider,3878413150,"Wellington, FL","Urgent Opening For Medical Assistants With Pay:$20+/hour In Wellington, FL!!",FULL-TIME
81530963,"Company Description
Tandem is a digital marketing agency based in Newport, RI. We specialize in photo/video creation, social media management, website development, and advertising. Our goal is to help our clients develop a strategy that accurately represents their products or services and expands their online reach. With a team of experts, we conduct thorough assessments of our clients' digital footprint, helping them effectively manage their brand's reputation online.",Mid-Senior level,Full-time,Advertising Services,"Marketing, Public Relations, and Writing/Editing",3878281403,"Newport, RI",Video Editor,FULL-TIME
22615,"Job Summary

Demonstrates through behavior Decatur Morgan Hospital’s mission, vision and values. Paramedic or intermediate license through appropriate state and national registries with valid driver’s license in good standing with the state.









Licensure & Certification: Paramedic License in the state of Alabama required





Apply common sense understanding to carry out instructions furnished in written, oral, or diagrammatic form. Deal with problems involving several variables in or from standardized situations.



Add and subtract two digit numbers. Multiply and divide 10’s, and 100’s by 2,3,4,5. Perform the four basic arithmetic operations with coins and as part of a dollar. Perform operations with units such as cup, pint, and quart; inch, foot, and yard; or ounce and pound.





Read and understands instructions, safety rules, etc. Records data via paper and electronic means.



Speak with poise, voice-control, and confidence, using correct English and well-modulated voice.





Compiling: Gathering, collecting and classifying information about data, people or things. Reporting and/or carrying out a prescribed action in relation to information is frequently involved.



Speaking, hearing, talking with people to convey or exchange information. Includes giving directions to staff, patients, families and/or visitors.



Manual dexterity: Use of body members or special devices to work, and perform functions pertinent to accomplishment of job assignment.

High school graduate or GED. Maintain current BLS certification.

No previous experience required",Entry level,Other,Hospitals and Health Care,Health Care Provider,3878285116,"Hospital Decatur, AL","Paramedic Field Training Officer - Full Time, Various Shifts",OTHER
71904349,"Actalent is hiring a Designer to join a growing team in Tigard working on some exciting projects!

WHY ACTALENT

Work with a dedicated career partner specialized in your Construction Management skill set

We advocate on your behalf so you get what you want and need out of your job

Get performance feedback, career advice, and access to ongoing professional development tools

Build your career and learn new skills through projects as diverse as your curiosity

You are eligible for benefits, paid-time-off, and competitive wages that are paid weekly



We are actively seeking a Designer with at least 3 years of professional design experience using AutoCAD in an Architectural setting. This person will be using AutoCAD to produce construction documents and help with the overall production of drawings for company projects. They will be responsible for: redlining, mark ups of drawings, and design development.



Autocad,Design,architecture,construction document,cad,drafter autocad,drafting,architectural design,Sketchup





Required Software:

AutoCAD

Sketch-up

MS Office (Word processing and Spreadsheet Skills)



The Company has been around since 1994 and pride themselves on repeat clients, relationships and their reputation. They are never going to be the firm that has the best marketing, because they don't need it. They are at a point where they're turning down business because the clients they get they KEEP.

Medical, Dental, Vision coverage available

40 hours accrued sick time

40 hours accrued vacation

6 paid holidays

401k

Employee Assistance Program

Udemy ongoing education program

360 degree performance review process

Abenity Discount Program



At Actalent, diversity and inclusion are a bridge towards the equity and success of our people. DE&I are embedded into our culture

through:

Hiring diverse talent

Maintaining an inclusive environment through persistent self-reflection

Building a culture of care, engagement, and recognition with clear outcomes

Ensuring growth opportunities for our people



Actalent connects passion with purpose. We help visionary companies advance their engineering and science initiatives through access to specialized experts that drive scale, innovation, and speed to market. With a network of almost 30,000 engineering and sciences consultants and more than 4,500 clients across the U.S., Canada, Asia, and Europe, Actalent serves many of the Fortune 500. An operating company of Allegis Group, the global leader in talent solutions, Actalent launched as a new specialized engineering and sciences services and workforce solutions brand in 2021.

Actalent is an equal opportunity employer



Actalent is a global leader in engineering and sciences services and talent solutions. We help visionary companies advance their engineering and science initiatives through access to specialized experts who drive scale, innovation and speed to market. With a network of almost 30,000 consultants and more than 4,500 clients across the U.S., Canada, Asia and Europe, Actalent serves many of the Fortune 500.



At Actalent, diversity and inclusion are a bridge towards the equity and success of our people. DE&I are embedded into our culture through:



The company is an equal opportunity employer and will consider all applications without regard to race, sex, age, color, religion, national origin, veteran status, disability, sexual orientation, gender identity, genetic information or any characteristic protected by law.

If you would like to request a reasonable accommodation, such as the modification or adjustment of the job application process or interviewing process due to a disability, please email actalentaccommodation@actalentservices.com for other accommodation options.",Entry level,Full-time,Business Consulting and Services,"Design, Art/Creative, and Information Technology",3878412400,"Tigard, OR",Architectural Designer,FULL-TIME
98524765,"Are you a passionate individual looking to dive headfirst into the world of marketing? Your journey to ignite your marketing career begins here! Join our dynamic team as an Entry Level Marketing Trainee and set off on a thrilling adventure where learning, growth, and exploration are at the heart of your experience.



At Peak State Partners, we believe in cultivating tomorrow's marketing trailblazers today. As an Entry Level Marketing Trainee, you'll be welcomed into a community that values curiosity, creativity, and the pursuit of excellence. We're excited to invite someone like you, who's ready to immerse themselves in the art of marketing and carve out a path filled with potential. If you're eager to take the first step towards a fulfilling marketing career, we're thrilled to have you join us.











We're seeking candidates who embody the following skills and qualities:





Ready to embark on an exciting marketing journey that promises growth and fulfillment? Submit your resume and a cover letter highlighting your passion for marketing, your thirst for learning, and your aspiration to carve out a successful career. If you're excited to step into the world of marketing with enthusiasm and determination, we're eager to hear from you.

Powered by JazzHR

VaZVxQdF85",Internship,Full-time,Internet Publishing,Marketing and Sales,3878436456,"State Partners New York, NY",Entry Level Marketing Trainee,FULL-TIME
71904349,"Looking for an Architectural Designer who is ready to take the next step in their career! This opportunity provides an immense amount of upward mobility providing you with the tools to develop as a professional. Ready to see where your architecture career can take you? Apply below!

Project focus: civic, commercial, K-12, higher education, and faith-based work.

Experience: 3-5 years (internships can be included)



The ideal candidate will be passionate about design and motivated to excel. Essential responsibilities will include ability to develop a project from programming through procurement.



Revit, Architecture, Design, Schematic design, Construction administration, Drafting, Architectural design, Sketchup, Retail, civic, Construction document, Design development, Autocad, Floor plan, Drawing, Construction drawings, Revit architecture, Production, Schematic



Key qualifications:





Entry-Intermediate Level



Actalent is a global leader in engineering and sciences services and talent solutions. We help visionary companies advance their engineering and science initiatives through access to specialized experts who drive scale, innovation and speed to market. With a network of almost 30,000 consultants and more than 4,500 clients across the U.S., Canada, Asia and Europe, Actalent serves many of the Fortune 500.



At Actalent, diversity and inclusion are a bridge towards the equity and success of our people. DE&I are embedded into our culture through:



The company is an equal opportunity employer and will consider all applications without regard to race, sex, age, color, religion, national origin, veteran status, disability, sexual orientation, gender identity, genetic information or any characteristic protected by law.

If you would like to request a reasonable accommodation, such as the modification or adjustment of the job application process or interviewing process due to a disability, please email actalentaccommodation@actalentservices.com for other accommodation options.",Entry level,Full-time,Business Consulting and Services,"Design, Art/Creative, and Information Technology",3878416740,"Charlotte, NC",Architectural Drafter,FULL-TIME
68645421,"Locations

This is a remote position in the MST/PST time zone. Candidates must live in the MST/PST time zone.


Steadily is an insurance technology company that specializes in rental property insurance for landlords. We’re three years old, just over 100 people, manage $6B in risk, and are intent on becoming the world’s best and largest insurer of rental properties.

We exist to deliver fast, affordable insurance and to pay claims quickly and fairly. To deliver on that commitment, we are building an elite claims team dead set on delivering a best-in-class experience for our customers.

Steadily is hiring a who will be responsible for helping launch our internal claims operation. If you thrive on ambiguity and lofty goals, this is the role for you. This is an opportunity to bend the growth curve on your career and get exposure that could take decades at more established companies.",Entry level,Full-time,Insurance,Finance and Sales,3878290228,United States,Claims Adjuster (Remote - MST/PST time zone),FULL-TIME
83165876,"We rely on and trust our Receptionist to provide clerical support to our center. We are seeking a qualified individual who is compassionate, a multi-tasker and ready to collaborate with leadership to change lives. The right person will be experienced and come to work with a positive attitude every day.",Entry level,Full-time,Hospitals and Health Care,Administrative,3878271804,"Healthcare Indianapolis, IN",Evening Receptionist,FULL-TIME
71904349,"Job Description

We are currently seeking for CAD Technicians/Drafters to support our growing power delivery team in Tampa, Florida. The successful candidate will be supporting utility projects using AutoCAD, utilizing various industry standard, in-house, and client-based software applications, and will be actively involved in the design and the development of engineering construction packages.







This is a Contract-to-Hire position with a duration of 12 Month(s).



This is a fully on-site position in Tampa, Florida.



The position is within a team of 50 employees, with 11 in the Transmission Line Group.



Actalent is a global leader in engineering and sciences services and talent solutions. We help visionary companies advance their engineering and science initiatives through access to specialized experts who drive scale, innovation and speed to market. With a network of almost 30,000 consultants and more than 4,500 clients across the U.S., Canada, Asia and Europe, Actalent serves many of the Fortune 500.



At Actalent, diversity and inclusion are a bridge towards the equity and success of our people. DE&I are embedded into our culture through:



The company is an equal opportunity employer and will consider all applications without regard to race, sex, age, color, religion, national origin, veteran status, disability, sexual orientation, gender identity, genetic information or any characteristic protected by law.

If you would like to request a reasonable accommodation, such as the modification or adjustment of the job application process or interviewing process due to a disability, please email actalentaccommodation@actalentservices.com for other accommodation options.",Entry level,Full-time,Business Consulting and Services,Information Technology,3878408993,"Tampa, FL",CAD Technician,FULL-TIME
71904349,"This leading firm is seeking a 100% REMOTE Civil CAD Technician to join their team and complete various small-sized projects. The Technician will be responsible for creating drawings for a variety of drainage and piping systems (utilizing AutoCAD, BlueBeam, and Excel). Most of the drawings will be in 2D but candidate must be able to conceptualize depth. As this person will be working completely remote - they must be able to work independently and be self-accountable to get work done accurately and on-time.











Actalent is a global leader in engineering and sciences services and talent solutions. We help visionary companies advance their engineering and science initiatives through access to specialized experts who drive scale, innovation and speed to market. With a network of almost 30,000 consultants and more than 4,500 clients across the U.S., Canada, Asia and Europe, Actalent serves many of the Fortune 500.



At Actalent, diversity and inclusion are a bridge towards the equity and success of our people. DE&I are embedded into our culture through:



The company is an equal opportunity employer and will consider all applications without regard to race, sex, age, color, religion, national origin, veteran status, disability, sexual orientation, gender identity, genetic information or any characteristic protected by law.

If you would like to request a reasonable accommodation, such as the modification or adjustment of the job application process or interviewing process due to a disability, please email actalentaccommodation@actalentservices.com for other accommodation options.",Entry level,Full-time,Business Consulting and Services,Information Technology,3878414116,"New York, NY",REMOTE - Civil Cad Technician,FULL-TIME
2204084,"Employer Industry: Solar Energy

Why Consider This Job Opportunity















#SolarEnergy #LegalSupport #RemoteWorkOpportunity #CareerGrowth #BenefitsPackage

At Talentify, we prioritize candidate privacy and champion equal-opportunity employment. Central to our mission is our partnership with companies that share this commitment. We aim to foster a fair, transparent, and secure hiring environment for all. If you encounter any employer not adhering to these principles, please bring it to our attention immediately.

Talentify is not the EOR (Employer of Record) for this position. Our role in this specific opportunity is to connect outstanding candidates with a top-tier employer.

Talentify helps candidates around the world to discover and stay focused on the jobs they want until they can complete a full application in the hiring company career page/ATS.",Entry level,Full-time,Staffing and Recruiting,Administrative,3878283032,United States,Legal Assistant (REMOTE),FULL-TIME
71904349,"Job Description

Our client is currently searching for an AutoCAD Drafter to join the Water/Wastewater team in the Boca Raton, Florida office. This CAD Drafter will, under the direction of the Sr. Designer, work on water and wastewater related projects, primarily focused on developing design drawings and support during project planning in the form of figures. Duties may include Civil, Mechanical, Structural drafting of water/wastewater treatment systems, process piping, distribution / collection systems, pumping systems, stormwater systems, and other municipal utility designs.

















At Actalent, diversity and inclusion are a bridge towards the equity and success of our people. DE&I are embedded into our culture through:





Actalent is a global leader in engineering and sciences services and talent solutions. We help visionary companies advance their engineering and science initiatives through access to specialized experts who drive scale, innovation and speed to market. With a network of almost 30,000 consultants and more than 4,500 clients across the U.S., Canada, Asia and Europe, Actalent serves many of the Fortune 500.



At Actalent, diversity and inclusion are a bridge towards the equity and success of our people. DE&I are embedded into our culture through:



The company is an equal opportunity employer and will consider all applications without regard to race, sex, age, color, religion, national origin, veteran status, disability, sexual orientation, gender identity, genetic information or any characteristic protected by law.

If you would like to request a reasonable accommodation, such as the modification or adjustment of the job application process or interviewing process due to a disability, please email actalentaccommodation@actalentservices.com for other accommodation options.",Entry level,Full-time,Business Consulting and Services,"Design, Art/Creative, and Information Technology",3878408493,"Boca Raton, FL",Jr. CAD Drafter,FULL-TIME
71904349,"Job Title: CAD Technician

Job Description

We are currently seeking for a CAD Technicians/Drafters to support our growing power delivery team in Tampa, Florida. In this role, you will support utility projects using AutoCAD. Your responsibilities will include utilizing various industry standard, in-house, and client-based software applications, while performing the design and the development of engineering construction packages.



Minimum 2 years of professional AutoCAD experience



This is a Contract-to-Hire position with a duration of 12 Month(s).



This is a fully on-site position in Tampa, Florida.



Our team is made up of 50 dedicated employees, with 11 in the Transmission Line Group.



Actalent is a global leader in engineering and sciences services and talent solutions. We help visionary companies advance their engineering and science initiatives through access to specialized experts who drive scale, innovation and speed to market. With a network of almost 30,000 consultants and more than 4,500 clients across the U.S., Canada, Asia and Europe, Actalent serves many of the Fortune 500.



At Actalent, diversity and inclusion are a bridge towards the equity and success of our people. DE&I are embedded into our culture through:



The company is an equal opportunity employer and will consider all applications without regard to race, sex, age, color, religion, national origin, veteran status, disability, sexual orientation, gender identity, genetic information or any characteristic protected by law.

If you would like to request a reasonable accommodation, such as the modification or adjustment of the job application process or interviewing process due to a disability, please email actalentaccommodation@actalentservices.com for other accommodation options.",Entry level,Full-time,Business Consulting and Services,Information Technology,3878410749,"Tampa, FL",CAD Technician,FULL-TIME
